chulseok,grade,difficulty,load,achievement,proff,className,sem,classtype
1.5,3.5,2.9,3.2,3.4,허야용 교수님,미적분학및연습I 이과대학 수학과 17학번 / 이과대학,2017-1학기,교양
4.7,3.0,4.0,3.3,3.7,윤중석 교수님,미적분학및연습I 이과대학 물리학과 17학번 / 이과대학,2017-1학기,교양
3.7,3.3,3.5,3.3,3.5,김용무 교수님,미적분학및연습I 이과대학 화학과 17학번 / 이과대학,2017-1학기,교양
3.6,3.4,3.9,3.6,3.3,강수란 교수님,미적분학및연습I 이과대학 지구환경과학과 17학번 / 이과대학,2017-1학기,교양
4.7,3.7,3.9,4.3,4.2,서아림 교수님,미적분학및연습I 사범대학 수학교육과 17학번,2017-1학기,교양
4.8,2.9,3.8,3.2,3.3,최종근 교수님,미적분학및연습I 공과대학 화공생명공학과 17학번 (1-40),2017-1학기,교양
3.4,3.3,3.8,3.3,2.9,김미정 교수님,미적분학및연습I 공과대학 화공생명공학과 17학번 (41-끝),2017-1학기,교양
4.3,3.3,3.5,3.7,3.1,장정환 교수님,미적분학및연습I 공과대학 신소재공학부 17학번 (101-144),2017-1학기,교양
3.0,3.3,3.7,3.3,3.5,백영희 교수님,미적분학및연습I 공과대학 신소재공학부 17학번 (145-188),2017-1학기,교양
4.0,3.5,4.0,4.4,4.0,고원률 교수님,미적분학및연습I 공과대학 신소재공학부 17학번 (189-끝),2017-1학기,교양
3.8,3.2,4.1,4.0,3.8,강수란 교수님,미적분학및연습I 공과대학 건축사회환경공학부 17학번 (301-346),2017-1학기,교양
3.2,2.9,3.8,3.6,4.0,김재현 교수님,미적분학및연습I 공과대학 건축사회환경공학부 17학번 (347-끝),2017-1학기,교양
4.2,3.3,3.9,4.0,4.1,권영우 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (601-635),2017-1학기,교양
4.9,3.4,3.7,4.0,3.9,이형용 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (636-670),2017-1학기,교양
2.4,3.5,3.2,3.0,3.9,조규동 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (671-702),2017-1학기,교양
5.0,3.5,3.6,3.8,3.9,이경화 교수님,미적분학및연습I 공과대학 기계공학부 17학번 (703-끝),2017-1학기,교양
4.9,3.6,3.8,3.9,4.1,이경화 교수님,미적분학및연습I 산업경영공학부 17학번 (801-826) / 건축학과 17학번 / 컴퓨터통신공학부,2017-1학기,교양
1.7,3.6,3.7,3.7,4.4,김기택 교수님,미적분학및연습I 산업경영공학부 17학번 (827-끝) / 건축학과 17학번 / 컴퓨터통신공학부,2017-1학기,교양
4.7,3.2,4.1,3.9,3.5,장정환 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (901-943),2017-1학기,교양
4.5,3.4,3.1,3.0,2.8,오형석 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (944-986),2017-1학기,교양
4.2,2.9,3.3,2.8,2.8,남영우 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (987-1026),2017-1학기,교양
1.5,3.6,3.5,2.7,3.7,양종호 교수님,미적분학및연습I 공과대학 전기전자공학부 17학번 (1027-끝),2017-1학기,교양
3.0,3.3,4.7,4.3,3.3,권보현 교수님,미적분학및연습I 의과대학 의예과 17학번,2017-1학기,교양
4.4,3.8,4.0,4.4,4.4,황진옥 교수님,미적분학및연습I 정보대학 사이버국방학과 17학번,2017-1학기,교양
4.9,2.7,4.3,4.6,4.5,조영경 교수님,미적분학및연습I 인문계열,2017-1학기,교양
2.9,3.3,3.8,3.6,3.7,김재현 교수님,미적분학및연습I 보건과학대학 바이오의공학부 17학번 (1-35),2017-1학기,교양
3.7,3.0,3.3,3.0,1.7,최은선 교수님,미적분학및연습I 보건과학대학 바이오의공학부 17학번 (36-끝),2017-1학기,교양
4.6,3.1,4.1,3.7,3.4,백영희 교수님,미적분학및연습I 보건과학대학 보건환경융합과학부 17학번 (1-65),2017-1학기,교양
4.6,3.1,3.9,3.9,3.9,이민정 교수님,미적분학및연습I 보건과학대학 보건환경융합과학부 17학번 (66-끝),2017-1학기,교양
4.0,3.4,4.0,4.5,4.2,고원률 교수님,미적분학및연습I 생명과학대학,2017-1학기,교양
4.9,3.2,4.1,3.6,3.6,조주희 교수님,미적분학및연습I 생명과학대학,2017-1학기,교양
4.8,3.6,3.7,3.6,3.8,강창헌 교수님,미적분학및연습I 생명과학대학,2017-1학기,교양
2.7,3.2,3.7,3.6,3.5,권보현 교수님,미적분학및연습I 생명과학대학,2017-1학기,교양
2.9,4.1,3.8,3.3,4.0,이영선 교수님,미적분학및연습I(영강) 외국국적 / 12년 이상 외국에서 공부한 학생,2017-1학기,교양
3.0,3.8,3.2,3.4,3.7,이영선 교수님,미적분학및연습I(영강) 외국국적 / 12년 이상 외국에서 공부한 학생,2017-1학기,교양
4.5,3.3,3.4,3.6,2.6,남영우 교수님,미적분학및연습I 공과대학 재수강,2017-1학기,교양
4.2,3.4,3.8,3.5,3.9,윤중석 교수님,미적분학및연습I 공과대학 재수강,2017-1학기,교양
4.8,3.2,4.0,3.9,4.1,황진옥 교수님,미적분학및연습I 생명과학대학,2017-1학기,교양
4.2,3.6,3.0,3.2,3.2,강창헌 교수님,미적분학및연습II 3학년 이상,2017-1학기,교양
4.6,3.5,3.0,3.2,4.1,윤태현 교수님,"일반물리학및연습Ⅰ(영강) 이과대 물리 ('17학번,'17학번외 재수강/미이수자 포함)",2017-1학기,교양
